description,nick_name,start_time,end_time,run_time,run,data_name,pic_name,pic_id,test_param,param_value,rorschach,curvature,target_curvature,null_curvature,target_variability,null_variability,sample_size,obs_plot_location,response_no,correct,conf_level,choice_reason,participant_count,plot_count
emily-log-2,28fad056d8ae07f1fce2cfb4f2a2652a,1605842997,1605843036,38.49100113,15,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Uncertain,Different slope,13,23
emily-log-2,28fad056d8ae07f1fce2cfb4f2a2652a,1605843036,1605843078,42.65674853,15,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,3,0,Neutral,Clustering,13,21
emily-log-2,28fad056d8ae07f1fce2cfb4f2a2652a,1605843078,1605843129,50.83399105,15,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,19,0,Uncertain,"Clustering, Outlier(s)",13,22
emily-log-2,28fad056d8ae07f1fce2cfb4f2a2652a,1605843129,1605843141,11.35442328,15,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Very Certain,Different slope,13,18
emily-log-2,28fad056d8ae07f1fce2cfb4f2a2652a,1605843141,1605843162,21.15517306,15,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Certain,Different slope,13,18
emily-log-2,28fad056d8ae07f1fce2cfb4f2a2652a,1605843162,1605843233,71.50438023,15,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,14,0,Uncertain,"Different range, Outlier(s)",13,23
emily-log-2,28fad056d8ae07f1fce2cfb4f2a2652a,1605843233,1605843272,38.44928598,15,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Uncertain,Different slope,13,20
emily-log-2,29fd2ae75eb8f9c21c055211b45fb2de,1606180595,1606180620,24.70477343,16,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Uncertain,"Different shape, Different slope",13,21
emily-log-2,29fd2ae75eb8f9c21c055211b45fb2de,1606180620,1606180637,17.90303278,16,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Uncertain,Different shape,13,21
emily-log-2,29fd2ae75eb8f9c21c055211b45fb2de,1606180638,1606180670,32.30452108,16,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Uncertain,Different shape,13,22
emily-log-2,29fd2ae75eb8f9c21c055211b45fb2de,1606180670,1606180687,17.47969341,16,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Uncertain,"Different shape, Different slope",13,24
emily-log-2,29fd2ae75eb8f9c21c055211b45fb2de,1606180687,1606180703,15.82898521,16,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Uncertain,"Different shape, Different slope",13,23
emily-log-2,29fd2ae75eb8f9c21c055211b45fb2de,1606180703,1606180744,41.22606635,16,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Very Uncertain,Different shape,13,18
emily-log-2,29fd2ae75eb8f9c21c055211b45fb2de,1606180744,1606180762,17.99814653,16,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Very Uncertain,Different shape,13,21
emily-log-2,29fd2ae75eb8f9c21c055211b45fb2de,1606180791,1606180804,13.10210323,16,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,4,0,Very Uncertain,Clustering,13,22
emily-log-2,29fd2ae75eb8f9c21c055211b45fb2de,1606180804,1606180817,12.95073009,16,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Uncertain,"Clustering, Different slope",13,24
emily-log-2,29fd2ae75eb8f9c21c055211b45fb2de,1606180817,1606180833,15.80400443,16,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Uncertain,"Clustering, Outlier(s)",13,24
emily-log-2,29fd2ae75eb8f9c21c055211b45fb2de,1606180833,1606180850,16.51145554,16,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Very Uncertain,"Clustering, Outlier(s)",13,18
emily-log-2,29fd2ae75eb8f9c21c055211b45fb2de,1606180850,1606180859,9.269241571,16,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Uncertain,"Different shape, Different slope",13,21
emily-log-2,2ac7cb9bd776d407e08b85eb619f15ca,1606180376,1606180442,65.94089675,17,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,4,0,Very Uncertain,"Different range, Different slope",13,22
emily-log-2,2ac7cb9bd776d407e08b85eb619f15ca,1606180442,1606180463,21.69217873,17,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Certain,Different shape,13,21
emily-log-2,2ac7cb9bd776d407e08b85eb619f15ca,1606180463,1606180476,12.36839366,17,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Very Certain,Different shape,13,18
emily-log-2,2ac7cb9bd776d407e08b85eb619f15ca,1606180476,1606180507,31.0854528,17,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Uncertain,Different slope,13,28
emily-log-2,2ac7cb9bd776d407e08b85eb619f15ca,1606180507,1606180560,52.66978455,17,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Very Uncertain,Outlier(s),13,20
emily-log-2,2ac7cb9bd776d407e08b85eb619f15ca,1606180560,1606180573,13.5705421,17,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Certain,Different slope,13,21
emily-log-2,2ac7cb9bd776d407e08b85eb619f15ca,1606180593,1606180645,51.36294556,17,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,17,0,Very Uncertain,Outlier(s),13,23
emily-log-2,2ac7cb9bd776d407e08b85eb619f15ca,1606180645,1606180666,21.68771458,17,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Uncertain,Different shape,13,21
emily-log-2,2ac7cb9bd776d407e08b85eb619f15ca,1606180666,1606180682,15.3086648,17,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Certain,Different slope,13,18
emily-log-2,2ac7cb9bd776d407e08b85eb619f15ca,1606180682,1606180694,12.31159043,17,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Uncertain,Different shape,13,23
emily-log-2,2ac7cb9bd776d407e08b85eb619f15ca,1606180694,1606180710,16.44566107,17,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,10,0,Very Uncertain,Clustering,13,23
emily-log-2,2ac7cb9bd776d407e08b85eb619f15ca,1606180710,1606180741,30.37921572,17,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,13,0,Very Uncertain,Different range,13,22
emily-log-2,3be11b1b5cc91b22f4e6e79111dda91b,1605825922,1605825962,40.06509829,18,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Certain,Different slope,3,24
emily-log-2,3be11b1b5cc91b22f4e6e79111dda91b,1605825962,1605825987,24.61781526,18,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,8,0,Certain,Clustering,3,21
emily-log-2,3be11b1b5cc91b22f4e6e79111dda91b,1605825987,1605826005,17.8955493,18,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,20,0,Neutral,Different slope,3,24
emily-log-2,4c7cee72e71798b9ee3092a8d60ed224,1606184934,1606184997,62.22490072,19,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Neutral,"Different shape, Different slope, Outlier(s)",13,24
emily-log-2,4c7cee72e71798b9ee3092a8d60ed224,1606184997,1606185029,32.51334238,19,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg,26,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Certain,"Different range, Different shape, Different slope",13,22
emily-log-2,4c7cee72e71798b9ee3092a8d60ed224,1606185029,1606185122,92.65158868,19,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Neutral,"Different range, Different shape, Different slope, Other, More scattered",13,24
emily-log-2,4c7cee72e71798b9ee3092a8d60ed224,1606185122,1606185238,116.6628685,19,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,1,0,Very Uncertain,"Clustering, Different range, Different shape, Different slope, Outlier(s), Other, No idea",13,20
emily-log-2,4c7cee72e71798b9ee3092a8d60ed224,1606185238,1606185300,61.04303622,19,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,19,0,Neutral,"Different range, Different shape",13,22
emily-log-2,4c7cee72e71798b9ee3092a8d60ed224,1606185300,1606185340,40.57760739,19,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Very Certain,Different shape,13,21
emily-log-2,4c7cee72e71798b9ee3092a8d60ed224,1606185340,1606185392,51.8804276,19,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,14,0,Neutral,"Other, All fits on one clean curve",13,21
emily-log-2,4c7cee72e71798b9ee3092a8d60ed224,1606185392,1606185418,25.73893142,19,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Certain,Different shape,13,24
emily-log-2,4c7cee72e71798b9ee3092a8d60ed224,1606185418,1606185440,22.56091213,19,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Certain,Different shape,13,18
emily-log-2,4c7cee72e71798b9ee3092a8d60ed224,1606185440,1606185466,25.60060191,19,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Certain,Different slope,13,23
emily-log-2,4c7cee72e71798b9ee3092a8d60ed224,1606185466,1606185492,25.56452441,19,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Uncertain,Outlier(s),13,18
emily-log-2,4c7cee72e71798b9ee3092a8d60ed224,1606185492,1606185509,17.76757455,19,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Certain,Different shape,13,23
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102530,1606102565,35.38327265,20,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Very Uncertain,Clustering,13,24
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102585,1606102628,43.14849448,20,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,11,0,Very Uncertain,"Other, less cluster",13,22
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102628,1606102647,18.77459693,20,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,16,0,Neutral,Clustering,13,18
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102647,1606102665,17.46777844,20,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,17,0,Uncertain,Outlier(s),13,23
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102665,1606102677,12.22821593,20,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,16,0,Uncertain,Outlier(s),13,18
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102677,1606102694,17.43069983,20,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg,26,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Certain,"Different shape, Different slope",13,22
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102694,1606102720,25.93282819,20,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Neutral,"Different shape, Different slope",13,23
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102720,1606102807,86.98543715,20,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Certain,"Different shape, Different slope",13,20
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102807,1606102821,13.12202835,20,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,15,0,Uncertain,Outlier(s),13,21
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102821,1606102841,20.05342865,20,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Uncertain,"Different shape, Different slope",13,20
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102841,1606102865,24.30673885,20,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,5,0,Very Uncertain,Clustering,13,24
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102865,1606102892,27.38300538,20,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,5,0,Uncertain,Clustering,13,21
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102937,1606102989,51.82076073,21,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Certain,Different shape,13,21
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606102989,1606103072,83.14154959,21,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,20,0,Neutral,Outlier(s),13,21
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606103072,1606103116,43.94181395,21,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Certain,Different shape,13,18
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606103242,1606103292,49.83389878,21,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Very Certain,Different shape,13,22
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606103292,1606103308,16.71563268,21,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Very Certain,Different shape,13,21
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606103309,1606103361,52.94448566,21,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Neutral,Different shape,13,21
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606103362,1606103401,39.21042514,21,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Certain,Different shape,13,21
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606103401,1606103426,25.19601703,21,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Certain,Different slope,13,28
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606103426,1606103447,21.1555953,21,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Certain,Different shape,13,23
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606103447,1606103480,32.66812444,21,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Very Certain,Different shape,13,18
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606103480,1606103543,62.73873234,21,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Certain,Different shape,13,22
emily-log-2,5083fc7d8a5a8f50e96063237f0c8afe,1606103543,1606103585,42.60055518,21,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Uncertain,Different range,13,24
emily-log-2,589a7834099998445cd20117a88d444c,1603661675,1603661685,10.28743601,22,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Certain,Different shape,13,18
emily-log-2,589a7834099998445cd20117a88d444c,1603661685,1603661691,5.889591217,22,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg,26,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Certain,Different shape,13,22
emily-log-2,589a7834099998445cd20117a88d444c,1603661691,1603661708,17.09046507,22,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Certain,Different slope,13,28
emily-log-2,589a7834099998445cd20117a88d444c,1603661708,1603661736,28.30269885,22,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Uncertain,Different slope,13,23
emily-log-2,589a7834099998445cd20117a88d444c,1603661736,1603661758,21.82672858,22,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,1,0,Certain,Different shape,13,21
emily-log-2,589a7834099998445cd20117a88d444c,1603661758,1603661763,4.860081196,22,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Very Certain,Different shape,13,23
emily-log-2,589a7834099998445cd20117a88d444c,1603661763,1603661768,5.261297464,22,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Very Certain,Different slope,13,18
emily-log-2,589a7834099998445cd20117a88d444c,1603661768,1603661773,5.075271368,22,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Very Certain,Different shape,13,23
emily-log-2,589a7834099998445cd20117a88d444c,1603661774,1603661779,5.711526632,22,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Very Certain,Different shape,13,22
emily-log-2,589a7834099998445cd20117a88d444c,1603661779,1603661786,7.1386168,22,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Very Certain,Different shape,13,22
